Intervallo_Temporale_utilizzato,EngineRPM_Massimo_Con_Random_Input,Velocita_Massima_Con_Random_Input,Entita_Violazione_Con_Random_Input (%),EngineRPM_Massimo_ControEsempio,Velocita_Massima_ControEsempio,Entita_Violazione_ControEsempio (%)
30,3860.76768615068,112.033400429866,0,4769.35929954545,102.372281827314,0.0597777777777778
