N° Test,Tempo_Di_CPU_Con_Random_Input,Tempo_Di_CPU_ControEsempio,Tempo_Di_Esecuzione_Nomad_Intero_ControEsempio,RAM_Utilizzata_da_MATLAB_per_il_processo (KB),Prove_Totali_Svolte_Da_Nomad
15,0.550000000000011,0.240000000000009,143.765554,10066800,530
